,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,IDENTIFIER,
"5468,09-20-0079-46,09-028,QUETZALTENANGO,COATEPEQUE,COLEGIO_CRISTIANO_MIXTO_SHALOM,""KILOMETRO 1, CARRETERA A CHUATUJ,"",52992446,MANFIELD FRANCISCO CASTAÑON DE LEON,LUIS MANUEL ZAMORA CARRILLO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUETZALTENANGO,COLEGIO_CRISTIANO_MIXTO_SHALOM | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | QUETZALTENANGO,",,,,,,,,,,,,,,,,,,,
5368,09-04-0037-46,09-011,QUETZALTENANGO,SAN CARLOS SIJA,COLEGIO_CRISTIANO_MONTECRISTO,4TA. AVENIDA 7-27 ZONA 1,58183512,WILFREDO PIOX TECÚ,ALMA CONSUELO REYES MALDONADO DE MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,QUETZALTENANGO,COLEGIO_CRISTIANO_MONTECRISTO | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | QUETZALTENANGO,
5635,14-13-0114-46,14-019,QUICHE,NEBAJ,COLEGIO_CRISTIANO_NICOLAS,CANTÓN JOLOPXAN,30355886,FERNANDO PEDRO LOPEZ DE LEON,WILMAR RODOLGO VELÁSQUEZ PALACIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,QUICHÉ,COLEGIO_CRISTIANO_NICOLAS | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | QUICHE,
3284,01-14-0060-46,01-629,GUATEMALA,AMATITLAN,COLEGIO_CRISTIANO_NISI_AMATITLANECO,5TA. AVENIDA 4-22,66331243,LUBIA DINETH CARAVANTES RODRIGUEZ DE LINARES,JUANA PATRICIA ECHEVERRIA PECH,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA SUR,COLEGIO_CRISTIANO_NISI_AMATITLANECO | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | MATUTINA | GUATEMALA,
2163,02-05-0687-46,02-019,EL_PROGRESO,EL JICARO,COLEGIO_CRISTIANO_NUEVA_JERUSALEN,BARRIO BUENOS AIRES,50793551,ALBA LETICIA SALVATIERRA PAIZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,EL PROGRESO,COLEGIO_CRISTIANO_NUEVA_JERUSALEN | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | EL_PROGRESO,
5267,09-01-3231-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO_CRISTIANO_NUEVA_NACION,DIAGONAL 3 27-52 ZONA 3,77637922,DANIEL GUADALUPE VASQUEZ LOPEZ,KARLA PATRICIA MORALES BARRIOS DE MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,QUETZALTENANGO,COLEGIO_CRISTIANO_NUEVA_NACION | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | QUETZALTENANGO,
5349,09-01-4163-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO_CRISTIANO_NUEVA_NACION,DIAGONAL 3 27-52 ZONA 3,55158459,DANIEL GUADALUPE VASQUEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,QUETZALTENANGO,COLEGIO_CRISTIANO_NUEVA_NACION | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | QUETZALTENANGO,
3175,01-10-0147-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO_CRISTIANO_NUEVO_BERSHEBA,LOTE 25 MANZANA J RESIDENCIALES EL QUETZAL,55588185,CEDWIN EUGENIO CRUZ BUCARO,AGLA ALEJANDRINA CARDONA BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA OCCIDENTE,COLEGIO_CRISTIANO_NUEVO_BERSHEBA | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
"116,16-04-0068-46,16-009,ALTA_VERAPAZ,TACTIC,COLEGIO_CRISTIANO_PARTICULAR_MIXTO_VIDA,""CANTÓN CHIJACORRAL ZONA 7, TACTIC"",79529275,CESAR FERNANDO BIN BUC,THELMA FLORIDALMA FERNANDEZ MOYA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIOREGULAR,ALTA VERAPAZ,COLEGIO_CRISTIANO_PARTICULAR_MIXTO_VIDA | ABIERTA | DIARIOREGULAR | MONOLINGUE | DOBLE | ALTA_VERAPAZ,",,,,,,,,,,,,,,,,,,,
"110,16-04-0042-46,16-009,ALTA_VERAPAZ,TACTIC,COLEGIO_CRISTIANO_PARTICULAR_MIXTO_VIDA,""CANTON CHIJACORRAL, ZONA 7"",79529275,CESAR FERNANDO BIN BUC,THELMA FLORIDALMA FERNANDEZ MOYA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ALTA VERAPAZ,COLEGIO_CRISTIANO_PARTICULAR_MIXTO_VIDA | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ALTA_VERAPAZ,",,,,,,,,,,,,,,,,,,,
3367,01-15-0009-46,01-213,GUATEMALA,VILLA NUEVA,COLEGIO_CRISTIANO_PENIEL_PERONIA,3A. CALLE 7-70 ZONA 1,66364057,ARGELIA DE JESUS ACOSTA SOSA,OTTO SATURNINO PLATO HERRARTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA SUR,COLEGIO_CRISTIANO_PENIEL_PERONIA | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | GUATEMALA,
3368,01-15-0010-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO_CRISTIANO_PENIEL_PERONIA,3A. CALLE 7-70 ZONA 1,66364057,JUAN ENRIQUE MARTINEZ SOLANO,OTTO SATURNINO PLATO HERRARTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA SUR,COLEGIO_CRISTIANO_PENIEL_PERONIA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
,,,,,,,,,,,,,,,,,,,
"4139,13-26-0223-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,COLEGIO_CRISTIANO_PRESENCIA,""2A. CALLE 6-35, ZONA 6"",77802020,ARACELY FIGUEROA URBINA,SANDRA HAYDEE RIVERA BUSTAMANTE DE YOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIOREGULAR,HUEHUETENANGO,COLEGIO_CRISTIANO_PRESENCIA | ABIERTA | DIARIOREGULAR | MONOLINGUE | DOBLE | HUEHUETENANGO,",,,,,,,,,,,,,,,,,,,
"4138,13-26-0222-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,COLEGIO_CRISTIANO_PRESENCIA,""2A. CALLE 6-35, ZONA 6"",77802020,ARACELY FIGUEROA URBINA,SANDRA HAYDEE RIVERA BUSTAMANTE DE YOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,HUEHUETENANGO,COLEGIO_CRISTIANO_PRESENCIA | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | HUEHUETENANGO,",,,,,,,,,,,,,,,,,,,
4189,18-01-0145-46,18-005,IZABAL,PUERTO BARRIOS,COLEGIO_CRISTIANO_PRIVADO_MIXTO_CRISTO_VIENE,ALDEA ENTRE RIOS,40620273,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,GRICELSA MAGALY LEMUS CALDERON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,IZABAL,COLEGIO_CRISTIANO_PRIVADO_MIXTO_CRISTO_VIENE | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | IZABAL,
4208,18-01-0211-46,18-005,IZABAL,PUERTO BARRIOS,COLEGIO_CRISTIANO_PRIVADO_MIXTO_CRISTO_VIENE,ALDEA ENTRE RIOS,79475041,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,GRICELDA MAGALY LEMUS CALDERON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,IZABAL,COLEGIO_CRISTIANO_PRIVADO_MIXTO_CRISTO_VIENE | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | IZABAL,
,,,,,,,,,,,,,,,,,,,
"4317,18-02-0312-46,18-008,IZABAL,LIVINGSTON,COLEGIO_CRISTIANO_PRIVADO_MIXTO_DE_EDUC_BASICA_Y_DIVERSIFICADA_MONTE_PENIEL,""ALDEA SEMOX , LIVINGSTON, IZABAL"",51981985,RUBEN ALFREDO MAZARIEGOS VASQUEZ,OTONIEL GUTIERREZ BAUTISTA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,IZABAL,COLEGIO_CRISTIANO_PRIVADO_MIXTO_DE_EDUC_BASICA_Y_DIVERSIFICADA_MONTE_PENIEL | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | IZABAL,",,,,,,,,,,,,,,,,,,,
4320,18-02-0325-46,18-008,IZABAL,LIVINGSTON,COLEGIO_CRISTIANO_PRIVADO_MIXTO_DE_EDUCACION_BASICA_Y_DIVERSIFICADA_MONTE_PENIEL,ALDEA SEMOX,48936943,RUBEN ALFREDO MAZARIEGOS VASQUEZ,OSMERY KARINA VIDES LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,IZABAL,COLEGIO_CRISTIANO_PRIVADO_MIXTO_DE_EDUCACION_BASICA_Y_DIVERSIFICADA_MONTE_PENIEL | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | IZABAL,
7073,10-02-2184-46,NA,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO_CRISTIANO_PRIVADO_MIXTO_SAN_JOSE,PARCELAMIENTO LA MAQUINA,NA,NA,NA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,SUCHITEPÉQUEZ,COLEGIO_CRISTIANO_PRIVADO_MIXTO_SAN_JOSE | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | SUCHITEPEQUEZ,
"1996,00-18-0147-46,01-106,CIUDAD_CAPITAL,ZONA 18,COLEGIO_CRISTIANO_PUEBLO_DE_DIOS,""K.10 RUTA AL ATLAN. MANZ. 3, SECTOR """"A"""", L.NO. 12 Y 13, RES. STA.CLARA I"",22607960,CESAR ARNOLDO MARTINEZ GARCIA,MAELY CORDON IPIÑA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA NORTE,COLEGIO_CRISTIANO_PUEBLO_DE_DIOS | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,",,,,,,,,,,,,,,,,,,,
4751,22-12-0034-46,22-023,JUTIAPA,JALPATAGUA,COLEGIO_CRISTIANO_RIOS_DE_AGUA_VIVA,ALDEA EL COCO,50242731,NERI ROLANDO CORADO CORTEZ,YULISA ESTHER RAMIREZ CALDERON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,JUTIAPA,COLEGIO_CRISTIANO_RIOS_DE_AGUA_VIVA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | JUTIAPA,
6191,03-09-1329-46,03-006,SACATEPEQUEZ,SANTA LUCIA MILPAS ALTAS,COLEGIO_CRISTIANO_SABER_Y_GRACIA,3A. CALLE CALLEJON I 3-09 ZONA 2 ALDEA SANTO TOMAS MILPAS ALTAS,78302095,JUVENTINO PEREZ SICAN,NA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,SACATEPÉQUEZ,COLEGIO_CRISTIANO_SABER_Y_GRACIA | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | SACATEPEQUEZ,
"3162,01-10-0093-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO_CRISTIANO_SECRETARIAL_LA_LUZ,""LOTE 3 MANZANA M, LINDA VISTA 1, CIUDAD QUETZAL"",41737210,MARIO ALEJANDRO NAJARRO GARCIA SALAS,HELEODORO AGUSTIN BAUTISTA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA OCCIDENTE,COLEGIO_CRISTIANO_SECRETARIAL_LA_LUZ | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | GUATEMALA,",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
3184,01-10-0185-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO_CRISTIANO_SECRETARIAL_LA_LUZ,LOTE 3 MANZANA M COLONIA LINDA VISTA 1 CIUDAD QUETZAL,41737210,CEDWIN EUGENIO CRUZ BUCARO,LILIAN MARIBEL BOR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA OCCIDENTE,COLEGIO_CRISTIANO_SECRETARIAL_LA_LUZ | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
,,,,,,,,,,,,,,,,,,,
"1480,00-06-0055-46,01-101,CIUDAD_CAPITAL,ZONA 6,COLEGIO_CRISTIANO_SEMILLAS_DE_AMOR,""5A. CALLE """"A"""" 17-15"",22544806,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,EVGENY FRINE POLANCO VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,GUATEMALA NORTE,COLEGIO_CRISTIANO_SEMILLAS_DE_AMOR | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | CIUDAD_CAPITAL,",,,,,,,,,,,,,,,,,,,
"721,20-07-0103-46,20-015,CHIQUIMULA,ESQUIPULAS,COLEGIO_CRISTIANO_SHALOM,""5TA. AVENIDA """"A"""" 4-60 ZONA 1"",79433008,ANGEL FRANCISCO ESPINA MONROY,MYNOR RENÉ MARTÍNEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,CHIQUIMULA,COLEGIO_CRISTIANO_SHALOM | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | CHIQUIMULA,",,,,,,,,,,,,,,,,,,,
6539,12-16-5374-46,12-116,SAN_MARCOS,CATARINA,COLEGIO_CRISTIANO_SHEKINA,FINAL DE LA 9A. CALLE ZONA 1,77227704,ELMER URIEL MALDONADO RIVERA,MARTA FLORENCIA MUÑOZ SAMAYOA DE RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,SAN MARCOS,COLEGIO_CRISTIANO_SHEKINA | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | SAN_MARCOS,
6540,12-16-5375-46,12-116,SAN_MARCOS,CATARINA,COLEGIO_CRISTIANO_SHEKINA,FINAL DE LA 9A. CALLE ZONA 1,77227704,ELMER URIEL MALDONADO RIVERA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,SAN MARCOS,COLEGIO_CRISTIANO_SHEKINA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | SAN_MARCOS,
6535,12-16-0029-46,12-037,SAN_MARCOS,CATARINA,COLEGIO_CRISTIANO_SHEKINA,FINAL DE AL 9A. CALLE SHEKINA ZONA 1,77227319,CESAR AUGUSTO AMBROCIO GUTIERREZ,MARTA FLORENCIA MUÑOZ DE RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,SAN MARCOS,COLEGIO_CRISTIANO_SHEKINA | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | SAN_MARCOS,
6534,12-16-0028-46,12-037,SAN_MARCOS,CATARINA,COLEGIO_CRISTIANO_SHEKINA,FINAL DE LA 9A. CALLE SHEKINA ZONA 1,77227319,CESAR AUGUSTO AMBROCIO GUTIERREZ,MARTA FLORENCIA MUÑOZ DE RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,SAN MARCOS,COLEGIO_CRISTIANO_SHEKINA | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | SAN_MARCOS,
3902,13-01-7090-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO_CRISTIANO_TABERNACULO_DE_LA_FE,SECTOR IV CAMBOTE ZONA 11,77643006,LILIAN FLORIDALMA MOLINA MUÑOZ,EUSTAQUIO GÓMEZ GÓMEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,HUEHUETENANGO,COLEGIO_CRISTIANO_TABERNACULO_DE_LA_FE | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | HUEHUETENANGO,
3906,13-01-7130-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO_CRISTIANO_TABERNACULO_DE_LA_FE,SECTOR IV CAMBOTE ZONA 11,77643006,LILIAN FLORIDALMA MOLINA MUÑOZ,NA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIOREGULAR,HUEHUETENANGO,COLEGIO_CRISTIANO_TABERNACULO_DE_LA_FE | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | MATUTINA | HUEHUETENANGO,
1765,00-11-8424-46,01-210,CIUDAD_CAPITAL,ZONA 11,COLEGIO_CRISTIANO_TECNICOADMINISTRATIVO,10 AVE. 30-81 COLONIA LAS CHARCAS,24765757,DINIZ ORALIA MORALES MUÑOZ DE CHANG,NA,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL_TITULOS,MONOLINGUE,DOBLE,DIARIOREGULAR,GUATEMALA SUR,COLEGIO_CRISTIANO_TECNICOADMINISTRATIVO | TEMPORAL_TITULOS | DIARIOREGULAR | MONOLINGUE | DOBLE | CIUDAD_CAPITAL,
"1512,00-06-9556-46,01-643,CIUDAD_CAPITAL,ZONA 6,COLEGIO_CRISTIANO_TORRICELLI,""28 CALLE 28-00, COLONIA EL MOLINO, CHINAUTLA"",22549898,WHENDY ODELY LOPEZ MARROQUIN,EDWIN PEDRO RUANO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA NORTE,COLEGIO_CRISTIANO_TORRICELLI | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,",,,,,,,,,,,,,,,,,,,
"2775,01-06-0129-46,01-643,GUATEMALA,CHINAUTLA,COLEGIO_CRISTIANO_TORRICELLI,""28 CALLE 28-00, COLONIA EL MOLINO"",2.25E+15,WHENDY ODELY LOPEZ MARROQUIN,EDWIN PEDRO RUANO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA NORTE,COLEGIO_CRISTIANO_TORRICELLI | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | GUATEMALA,",,,,,,,,,,,,,,,,,,,
3361,01-14-9538-46,01-411,GUATEMALA,AMATITLAN,COLEGIO_CRISTIANO_UN_NUEVO_DIA,2A. AVENIDA 8-71 BARRIO SAN ANTONIO,NA,JUAN ENRIQUE MARTINEZ SOLANO,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,MATUTINA,DOMINICAL,GUATEMALA SUR,COLEGIO_CRISTIANO_UN_NUEVO_DIA | CERRADA_TEMPORALMENTE | DOMINICAL | MONOLINGUE | MATUTINA | GUATEMALA,
5207,09-01-0325-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO_CRISTIANO_VERBO,CALLE CIRILO FLORES 4-37 ZONA 1,77631051,OBDULIO ROLANDO RUIZ ALVA,SMIRNA ELIZABETH SOSA RAMOS DE ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,QUETZALTENANGO,COLEGIO_CRISTIANO_VERBO | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | QUETZALTENANGO,
"408,04-01-0194-46,04-027,CHIMALTENANGO,CHIMALTENANGO,COLEGIO_CRISTIANO_VERBO_CHIMALTENANGO,""3A. AVENIDA DE LAS FLORES 7-62 QUINTAS LOS APOSENTOS 1, ZONA 1"",78396501,JULIO ANTONIO MUTZUTZ CATU,ANABELLA MAZARIEGOS RIVADENEIRA DE RODRÍGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,CHIMALTENANGO,COLEGIO_CRISTIANO_VERBO_CHIMALTENANGO | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | CHIMALTENANGO,",,,,,,,,,,,,,,,,,,,
3724,01-17-0102-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO_CRISTIANO_VERBO_LOS_ALAMOS,0 AVE. 5-73 ZONA 6 COLONIA LOS ALAMOS,27806270,ALFREDO NOHELI TEMAJ MORALES,ROSSANA ESMERALDA ESQUIT PORTILLO DE TINTÍ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA SUR,COLEGIO_CRISTIANO_VERBO_LOS_ALAMOS | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | GUATEMALA,
7324,19-01-0170-46,19-019,ZACAPA,ZACAPA,COLEGIO_CRISTIANO_VERBO_ZACAPA,CALZADA RAMIRO DE LEÓN CARPIO A UN COSTADO DEL IGSS,47606600,HUGO WILFREDO VARGAS CHACON,LICDA. SANDRA LISSETH PÉREZ CATALÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,ZACAPA,COLEGIO_CRISTIANO_VERBO_ZACAPA | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | ZACAPA,
1391,00-03-0020-46,01-302,CIUDAD_CAPITAL,ZONA 3,COLEGIO_CRISTIANO_VIDA,3A. AVENIDA 26-61,24735908,HECTOR EDELMIRO FLORES BRINGUEZ,JOSE EDUARDO MARROQUIN Y MARROQUIN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,GUATEMALA NORTE,COLEGIO_CRISTIANO_VIDA | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | CIUDAD_CAPITAL,
6024,03-01-0260-46,03-010,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO_CULTURA_Y_SUPERACION,3A. AVENIDA NORTE N-13 B,57877213,ZOILA ESTHELA JONFE OROZCO,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,SACATEPÉQUEZ,COLEGIO_CULTURA_Y_SUPERACION | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | SACATEPEQUEZ,
"3429,01-15-0265-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO_CULTURAL_AVE_MARIA_DE_LA_ASUNCION,""LOTE 33, RESIDENCIALES LA SELVA, ZONA 8"",24786391,JUAN ENRIQUE MARTINEZ SOLANO,JULIO RODOLFO GUERRA GUTIERREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA SUR,COLEGIO_CULTURAL_AVE_MARIA_DE_LA_ASUNCION | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,",,,,,,,,,,,,,,,,,,,
1368,00-02-3051-46,NA,CIUDAD_CAPITAL,ZONA 2,COLEGIO_DANIEL_DEFOE,11 AVENIDA 13-19,22511594,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA NORTE,COLEGIO_DANIEL_DEFOE | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
2112,02-01-0562-46,02-015,EL_PROGRESO,GUASTATOYA,COLEGIO_DE_APLICACIONES_INTEGRADAS_GUASTATOYA,BARRIO EL PORVENIR,79450840,MYNOR FRANCISCO GARCIA,BRENDA AZUCENA VALIENTE ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,EL PROGRESO,COLEGIO_DE_APLICACIONES_INTEGRADAS_GUASTATOYA | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | EL_PROGRESO,
2113,02-01-0563-46,02-015,EL_PROGRESO,GUASTATOYA,COLEGIO_DE_APLICACIONES_INTEGRADAS_GUASTATOYA,BARRIO EL PORVENIR,79450840,MYNOR FRANCISCO GARCIA,BRENDA AZUCENA VALIENTE ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,EL PROGRESO,COLEGIO_DE_APLICACIONES_INTEGRADAS_GUASTATOYA | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | EL_PROGRESO,
